,Price,Currency,Brokered_by,AD_Situation,Rooms,Bath,Building space,Measruing unit,Address,City,State,Índice_poder_adqui,Índice_seguridad,Índice_sanidad,Índice_clima,Índice_costo_vida,Relación_precio_ingresos_propiedades,Índice_costo_desplazamiento,Índice_contaminación,Índice_calidad_vida
112,225499,USD,Adair Homes,Old,3,1.5,2424,sqft,"South Puget Sound 2303 93rd Ave SW, Olympia, WA 98512",Olympia, WA 98512,"110,78","70,61","71,99","83,44","70,06","3,37","19,11","16,01","205,63"
113,325000,USD,"VAN DORM REALTY, INC",Old,3,2.0,1552,sqft,"8840 Daffodil Ln SE, Olympia, WA 98513",Olympia, WA 98513,"110,78","70,61","71,99","83,44","70,06","3,37","19,11","16,01","205,63"
114,359950,USD,Realty One Group Prestige,Old,3,2.0,1822,sqft,"6221 Neylon Dr SW, Olympia, WA 98512",Olympia, WA 98512,"110,78","70,61","71,99","83,44","70,06","3,37","19,11","16,01","205,63"
115,849900,USD,"RE/MAX Northwest Realtors - Olympia, WA",Old,3,3.5,3524,sqft,"4343 17th Ave NW, Olympia, WA 98502",Olympia, WA 98502,"110,78","70,61","71,99","83,44","70,06","3,37","19,11","16,01","205,63"
116,465000,USD,"RE/MAX Northwest Realtors - Tacoma, WA",Old,3,2.0,2164,sqft,"8604 McKenny Ln SW, Olympia, WA 98512",Olympia, WA 98512,"110,78","70,61","71,99","83,44","70,06","3,37","19,11","16,01","205,63"
117,509000,USD,Northwest Home Team Realty,Old,3,2.5,2070,sqft,"10707 Tempo Lake Dr SE, Olympia, WA 98513",Olympia, WA 98513,"110,78","70,61","71,99","83,44","70,06","3,37","19,11","16,01","205,63"
118,509000,USD,Morrison House Sotheby's International Realty,Old,4,2.0,2509,sqft,"1305 Ebb Tide Ter NW, Olympia, WA 98502",Olympia, WA 98502,"110,78","70,61","71,99","83,44","70,06","3,37","19,11","16,01","205,63"
119,525000,USD,Virgil Adams Real Estate,Old,3,2.0,2469,sqft,"8311 Summerwood Dr SE, Olympia, WA 98513",Olympia, WA 98513,"110,78","70,61","71,99","83,44","70,06","3,37","19,11","16,01","205,63"
120,569900,USD,Blue Summit Realty LLC,Old,5,4.0,2860,sqft,"4524 5th Ave NW, Olympia, WA 98502",Olympia, WA 98502,"110,78","70,61","71,99","83,44","70,06","3,37","19,11","16,01","205,63"
121,455900,USD,John L. Scott - Olympia,Old,3,2.0,1677,sqft,"2215 Village St NE, Olympia, WA 98506",Olympia, WA 98506,"110,78","70,61","71,99","83,44","70,06","3,37","19,11","16,01","205,63"
122,429000,USD,John L. Scott Mill Creek,New - 7 hours ago,3,1.0,1120,sqft,"7631 S 134th St, Seattle, WA 98178",Seattle, WA 98178,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
123,509950,USD,John L. Scott Everett,New - 6 hours ago,2,1.0,1010,sqft,"4065 26th Ave SW, Seattle, WA 98106",Seattle, WA 98106,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
124,224950,USD,Keller Williams Greater Seattle,New - 6 hours ago,3,2.0,1072,sqft,"1808 S 118th St Unit 304, Seattle, WA 98168",Seattle, WA 98168,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
125,286000,USD,John L. Scott - Des Moines,New - 7 hours ago,2,1.5,1076,sqft,"321 SW 112th St Unit B208, Seattle, WA 98146",Seattle, WA 98146,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
126,420000,USD,Keller Williams Rlty Bellevue,New - 7 hours ago,3,1.5,1170,sqft,"14352 Stone Ave N, Seattle, WA 98133",Seattle, WA 98133,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
127,525000,USD,Keller Williams Realty Bothell,New - 7 hours ago,3,1.0,1560,sqft,"12732 25th Ave NE, Seattle, WA 98125",Seattle, WA 98125,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
128,599000,USD,Realogics Sotheby's Int'l - Seattle Office,New - 7 hours ago,2,1.0,1470,sqft,"1811 N 44th St, Seattle, WA 98103",Seattle, WA 98103,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
129,649000,USD,RSVP Real Estate,New - 7 hours ago,3,2.0,1200,sqft,"10224 36th Ave SW, Seattle, WA 98146",Seattle, WA 98146,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
130,325000,USD,Keller Williams Rlty Bellevue,New - 6 hours ago,1,1.0,570,sqft,"6960 California Ave SW Apt A109, Seattle, WA 98136",Seattle, WA 98136,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
131,969000,USD,Sterling Johnston Real Estate,New - 6 hours ago,3,2.0,1670,sqft,"3924 Interlake Ave N, Seattle, WA 98103",Seattle, WA 98103,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
132,274950,USD,JOHN L. SCOTT REAL ESTATE - KENT,New - 7 hours ago,1,1.0,653,sqft,"3022 SW Bradford St Apt 104, Seattle, WA 98126",Seattle, WA 98126,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
133,1300000,USD,Keller Williams Rlty Bellevue,New - 7 hours ago,3,2.5,2850,sqft,"5054 Pullman Ave NE, Seattle, WA 98105",Seattle, WA 98105,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
134,833000,USD,Windermere R.E.N.W. Mt.Baker,New - 7 hours ago,4,3.5,2141,sqft,"2348 28th Ave S, Seattle, WA 98144",Seattle, WA 98144,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
135,619000,USD,The Irwin Group,New - 7 hours ago,2,2.0,1144,sqft,"10203 47th Ave SW Apt C14, Seattle, WA 98146",Seattle, WA 98146,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
136,1795000,USD,Keller Williams Seattle Metro,New - 7 hours ago,4,3.0,3530,sqft,"2316 Boyer Ave E, Seattle, WA 98112",Seattle, WA 98112,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
137,659950,USD,The Cascade Team Real Estate,New - 7 hours ago,2,2.0,988,sqft,"2201 3rd Ave Apt 1204, Seattle, WA 98121",Seattle, WA 98121,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
138,700000,USD,John L. Scott - Seattle Center,New - 7 hours ago,3,2.0,1618,sqft,"4505 40th Ave SW Apt D, Seattle, WA 98116",Seattle, WA 98116,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
139,798000,USD,Realogics Sotheby's International Realty,New - 7 hours ago,2,2.0,1059,sqft,"6533 Seaview Ave NW Apt 407A, Seattle, WA 98117",Seattle, WA 98117,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
140,918000,USD,JOHN L. SCOTT REAL ESTATE - University Village,New - 7 hours ago,1,1.0,657,sqft,"1808 Minor Ave Unit 3006, Seattle, WA 98101",Seattle, WA 98101,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
141,699950,USD,Alchemy Real Estate,New - 7 hours ago,2,2.0,1103,sqft,"443 NE 73rd St, Seattle, WA 98115",Seattle, WA 98115,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
142,599950,USD,Alchemy Real Estate,New - 7 hours ago,2,2.0,1467,sqft,"3062 SW Avalon Way, Seattle, WA 98126",Seattle, WA 98126,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
143,330000,USD,Windermere Real Estate Central,New - 7 hours ago,2,1.0,780,sqft,"7029 S 127th St, Seattle, WA 98178",Seattle, WA 98178,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
144,499000,USD,"RE/MAX Northwest Realtors - Seattle, WA",New - 7 hours ago,3,3.0,2368,sqft,"9741 26th Ave SW Unit 603, Seattle, WA 98106",Seattle, WA 98106,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
145,499000,USD,"RE/MAX Northwest Realtors - Seattle, WA",New - 7 hours ago,3,3.0,2368,sqft,"9741 26th Ave SW, Seattle, WA 98106",Seattle, WA 98106,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
146,495000,USD,Windermere Real Estate/East,New - 7 hours ago,2,1.0,810,sqft,"14350 35th Ave NE, Seattle, WA 98125",Seattle, WA 98125,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
147,850000,USD,Windermere Real Estate,New - 7 hours ago,3,2.0,2740,sqft,"7506 S Ryan St, Seattle, WA 98178",Seattle, WA 98178,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
148,385000,USD,Keller Williams Downtown Sea,New - 7 hours ago,1,1.0,635,sqft,"66 Bell St Unit A32, Seattle, WA 98121",Seattle, WA 98121,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
149,525000,USD,Century 21 WP &amp; Associates,New - 7 hours ago,3,2.0,1250,sqft,"5433 30th Ave SW, Seattle, WA 98126",Seattle, WA 98126,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
150,500000,USD,Keller Williams Greater Seattle,New - 7 hours ago,2,2.0,1430,sqft,"552 S Cloverdale St Unit E, Seattle, WA 98108",Seattle, WA 98108,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
151,899900,USD,Horizon Real Estate,New - 7 hours ago,3,2.0,1840,sqft,"7550 33rd Ave NE, Seattle, WA 98115",Seattle, WA 98115,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
152,425000,USD,Keller Williams Greater Seattle,New - 7 hours ago,1,1.0,600,sqft,"1200 Boylston Ave Apt 401, Seattle, WA 98101",Seattle, WA 98101,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
153,995000,USD,Windermere Real Estate Co.,New - 7 hours ago,3,2.0,1930,sqft,"6511 4th Ave NW, Seattle, WA 98117",Seattle, WA 98117,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
154,725000,USD,Windermere R.E. Wall St. Inc.,New - 7 hours ago,3,2.5,1680,sqft,"10031 37th Ave SW, Seattle, WA 98146",Seattle, WA 98146,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
155,250000,USD,RE/MAX METRO REALTY,New - 7 hours ago,1,1.0,690,sqft,"750 N 143rd St Unit 217, Seattle, WA 98133",Seattle, WA 98133,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
156,1050000,USD,Compass Washington,New - 7 hours ago,3,2.0,2106,sqft,"6040 27th Ave NE, Seattle, WA 98115",Seattle, WA 98115,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
157,899000,USD,Kelly Right Real Estate Seattle,New - 7 hours ago,3,2.0,1720,sqft,"2061 NE 73rd St, Seattle, WA 98115",Seattle, WA 98115,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
158,995000,USD,Coldwell Banker Bain of Kent Station,New - 7 hours ago,4,2.5,1800,sqft,"8028 17th Ave NW, Seattle, WA 98117",Seattle, WA 98117,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
159,1300000,USD,Windermere Real Estate Co.,New - 7 hours ago,3,3.0,2050,sqft,"1652 21st Ave E, Seattle, WA 98112",Seattle, WA 98112,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
160,629000,USD,"RE/MAX Northwest Realtors - Seattle, WA",New - 7 hours ago,3,2.5,1248,sqft,"908 NW 85th St, Seattle, WA 98117",Seattle, WA 98117,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
161,1250000,USD,Realogics Sotheby's Int'l - Seattle Office,New - 7 hours ago,3,1.0,2410,sqft,"4760 47th Ave NE, Seattle, WA 98105",Seattle, WA 98105,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
162,265000,USD,Compass Washington,New - 7 hours ago,1,1.0,454,sqft,"1729 12th Ave S Apt 106, Seattle, WA 98144",Seattle, WA 98144,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
163,675000,USD,RSVP Real Estate,New - 7 hours ago,4,2.0,1940,sqft,"10033 41st Ave SW, Seattle, WA 98146",Seattle, WA 98146,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
164,500000,USD,Windermere - Seattle-Northgate,New - 7 hours ago,2,1.5,940,sqft,"1400 Taylor Ave N Apt 205, Seattle, WA 98109",Seattle, WA 98109,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
165,690000,USD,Windermere RE Greenwood,New - 7 hours ago,3,2.5,1206,sqft,"5511 28th Ave NW Unit A, Seattle, WA 98107",Seattle, WA 98107,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
166,845000,USD,Coldwell Banker Bain of Mercer Island,New - 7 hours ago,3,2.0,1801,sqft,"2416 E Yesler Way, Seattle, WA 98122",Seattle, WA 98122,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
167,1200000,USD,Windermere Real Estate Midtown,New - 7 hours ago,3,2.5,2390,sqft,"1902 32nd Ave W, Seattle, WA 98199",Seattle, WA 98199,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
168,1565000,USD,Windermere Real Estate Midtown,New - 7 hours ago,3,3.0,2360,sqft,"1707 Dexter Ave N Apt C, Seattle, WA 98109",Seattle, WA 98109,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
169,475000,USD,"WPI Real Estate Services, Inc.",New - 7 hours ago,3,2.0,1570,sqft,"8613 45th Ave S, Seattle, WA 98118",Seattle, WA 98118,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
170,537000,USD,JOHN L. SCOTT REAL ESTATE - ISSAQUAH,New - 7 hours ago,3,1.5,1250,sqft,"10002 59th Ave S, Seattle, WA 98178",Seattle, WA 98178,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
171,555000,USD,"Skyline Properties, Inc.",New - 7 hours ago,3,2.0,2170,sqft,"5122 S Creston St, Seattle, WA 98178",Seattle, WA 98178,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
172,449922,USD,Windermere RE Greenwood,New - 7 hours ago,3,2.0,1140,sqft,"5214 Fauntleroy Way SW Unit D, Seattle, WA 98136",Seattle, WA 98136,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
173,689000,USD,JOHN L. SCOTT REAL ESTATE - BELLEVUE,New - 7 hours ago,3,2.0,1315,sqft,"1120 8th Ave Apt 402, Seattle, WA 98101",Seattle, WA 98101,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
174,950000,USD,Keller Williams Realty Bothell,New - 7 hours ago,5,2.5,2800,sqft,"522 N 84th St, Seattle, WA 98103",Seattle, WA 98103,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
175,380000,USD,Lake &amp; Company Real Estate,New - 7 hours ago,1,1.0,788,sqft,"1100 17th Ave Apt 206, Seattle, WA 98122",Seattle, WA 98122,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
176,899000,USD,Keller Williams North Seattle,New - 7 hours ago,2,2.0,1188,sqft,"2727 Fairview Ave E, Seattle, WA 98102",Seattle, WA 98102,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
177,1499000,USD,Best Choice Realty LLC,New - 7 hours ago,2,2.0,1476,sqft,"588 Bell St Unit 3403, Seattle, WA 98121",Seattle, WA 98121,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
178,549950,USD,Alchemy Real Estate,New - 7 hours ago,1,1.5,1326,sqft,"7500 15th Ave NW, Seattle, WA 98117",Seattle, WA 98117,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
179,810000,USD,Windermere Real Estate/East,New - 7 hours ago,2,1.0,760,sqft,"2560 10th Ave W, Seattle, WA 98119",Seattle, WA 98119,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
180,1600000,USD,Windermere R.E.N.W. Mt.Baker,New - 7 hours ago,8,4.0,6293,sqft,"102 21st Ave E, Seattle, WA 98112",Seattle, WA 98112,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
181,1580000,USD,ShopProp Realty,New - 7 hours ago,8,4.0,3100,sqft,"2010 NE 50th St, Seattle, WA 98105",Seattle, WA 98105,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
182,2245000,USD,Compass Washington LLC,New - 7 hours ago,4,3.5,3669,sqft,"3401 Magnolia Blvd W, Seattle, WA 98199",Seattle, WA 98199,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
183,1197000,USD,Windermere R.E. Wall St. Inc.,New - 7 hours ago,3,3.0,1830,sqft,"1438 19th Ave, Seattle, WA 98122",Seattle, WA 98122,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
184,1300000,USD,Windermere R.E.N.W. Mt.Baker,New - 7 hours ago,3,3.0,2281,sqft,"741 Boylston Ave E, Seattle, WA 98102",Seattle, WA 98102,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
185,479000,USD,Realogics Sotheby's Int'l - Seattle Office,New - 7 hours ago,4,2.0,1600,sqft,"11216 84th Ave S, Seattle, WA 98178",Seattle, WA 98178,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
186,595000,USD,Real Property Associates,New - 7 hours ago,3,2.0,2090,sqft,"7366 California Ave SW, Seattle, WA 98136",Seattle, WA 98136,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
187,750000,USD,Coldwell Banker Bain of Capitol Hill,New - 7 hours ago,5,3.0,3880,sqft,"6921 S Langston Rd, Seattle, WA 98178",Seattle, WA 98178,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
188,499950,USD,John L. Scott - Renton,New - 7 hours ago,3,2.0,1455,sqft,"8418 46th Ave S, Seattle, WA 98118",Seattle, WA 98118,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
189,982500,USD,Windermere Real Estate Midtown,New - 7 hours ago,2,1.0,2054,sqft,"629 38th Ave, Seattle, WA 98122",Seattle, WA 98122,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
190,1050000,USD,Windermere - Seattle-Northgate,New - 7 hours ago,4,2.0,2500,sqft,"918 N 77th St, Seattle, WA 98103",Seattle, WA 98103,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
191,718850,USD,Alchemy Real Estate,New - 7 hours ago,3,2.0,1170,sqft,"6725 Alonzo Ave NW, Seattle, WA 98117",Seattle, WA 98117,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
192,949950,USD,"Windermere RE/Capitol Hill,Inc",New,2,2.0,1266,sqft,"2506 Everett Ave E, Seattle, WA 98102",Seattle, WA 98102,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
193,752900,USD,Conner Homes,New,4,1.5,2528,sqft,"Wind Rose 293 SW 97th Pl, Seattle, WA 98106",Seattle, WA 98106,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
194,1100000,USD,Best Choice Realty LLC,New - 7 hours ago,3,2.5,1810,sqft,"112 21st Ave Unit B, Seattle, WA 98122",Seattle, WA 98122,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
195,605000,USD,RSVP Real Estate,New,3,2.5,1360,sqft,"1414 S Hill St, Seattle, WA 98144",Seattle, WA 98144,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
196,435000,USD,"Windermere RE/Capitol Hill,Inc",New,2,1.0,730,sqft,"9261 30th Ave SW, Seattle, WA 98126",Seattle, WA 98126,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
197,600000,USD,Lake &amp; Company Real Estate,New,3,1.0,1470,sqft,"10910 29th Pl SW, Seattle, WA 98146",Seattle, WA 98146,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
198,799000,USD,Coldwell Banker Bain of Lake Union,New,4,2.0,2490,sqft,"3207 33rd Ave S, Seattle, WA 98144",Seattle, WA 98144,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
199,835000,USD,Windermere Real Estate/East,New,3,2.0,1860,sqft,"318 23rd Ave E, Seattle, WA 98112",Seattle, WA 98112,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
200,739000,USD,Windermere R.E. Wall St. Inc.,New,3,2.0,1440,sqft,"4323 32nd Ave W, Seattle, WA 98199",Seattle, WA 98199,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
201,665000,USD,JOHN L. SCOTT REAL ESTATE - WEST SEATTLE,New,5,3.0,2290,sqft,"7 SW 102nd St, Seattle, WA 98146",Seattle, WA 98146,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
202,839950,USD,Keller Williams Greater Seattle,New,7,2.0,2230,sqft,"5341 7th Ave NE, Seattle, WA 98105",Seattle, WA 98105,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
203,1175000,USD,Keller Williams Rlty Bellevue,New,4,3.5,3340,sqft,"3046 SW Manning St, Seattle, WA 98126",Seattle, WA 98126,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
204,1295995,USD,Keller Williams Downtown Sea,New,4,2.5,2980,sqft,"2233 12th Ave W, Seattle, WA 98119",Seattle, WA 98119,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
205,1249000,USD,Lake &amp; Company Real Estate,New,3,2.5,3170,sqft,"6209 NE 77th St, Seattle, WA 98115",Seattle, WA 98115,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
206,1250000,USD,Windermere - Seattle-Northgate,New,4,2.5,3120,sqft,"8603 21st Ave NW, Seattle, WA 98117",Seattle, WA 98117,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
207,669950,USD,Alchemy Real Estate,New,2,1.0,1456,sqft,"4235 S Lucile St Unit B, Seattle, WA 98118",Seattle, WA 98118,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
208,689950,USD,Alchemy Real Estate,New,3,2.0,1706,sqft,"5505 Rainier Ave S Unit D, Seattle, WA 98118",Seattle, WA 98118,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
209,2350000,USD,Lake &amp; Company Real Estate,New,5,4.0,2670,sqft,"318 Lee St, Seattle, WA 98109",Seattle, WA 98109,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
210,2750000,USD,Keller Williams North Seattle,New,3,3.0,2650,sqft,"2816 Boyer Ave E Unit B, Seattle, WA 98102",Seattle, WA 98102,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
211,524000,USD,Metropolist,New,1,1.0,770,sqft,"833 NW 52nd St, Seattle, WA 98107",Seattle, WA 98107,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
212,550000,USD,"RE/MAX EASTSIDE BROKERS, INC.",New,4,1.5,1730,sqft,"5905 S Roxbury St, Seattle, WA 98118",Seattle, WA 98118,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
213,700000,USD,Realogics Sotheby's International Realty,New,2,1.0,1140,sqft,"157 27th Ave, Seattle, WA 98122",Seattle, WA 98122,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
214,549950,USD,Caliber Real Estate,New,4,2.0,2660,sqft,"10336 Stone Ave N, Seattle, WA 98133",Seattle, WA 98133,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
215,900000,USD,Windermere RE Greenwood,New,3,2.0,2020,sqft,"5730 59th Ave NE, Seattle, WA 98105",Seattle, WA 98105,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
216,995000,USD,Compass Washington,New,5,2.0,2980,sqft,"815 N 45th St, Seattle, WA 98103",Seattle, WA 98103,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
217,565000,USD,"RE/MAX Northwest Realtors - Seattle, WA",New,2,1.0,1150,sqft,"4153 20th Ave SW, Seattle, WA 98106",Seattle, WA 98106,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
218,585000,USD,Windermere Real Estate North,New,4,1.0,1510,sqft,"5026 46th Ave S, Seattle, WA 98118",Seattle, WA 98118,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
219,599000,USD,Windermere Real Estate,New,3,1.0,1430,sqft,"723 26th Ave Unit B, Seattle, WA 98122",Seattle, WA 98122,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
220,975000,USD,Coldwell Banker Bain of Lake Union,New,3,2.5,1990,sqft,"7051 Lincoln Park Way SW Unit D, Seattle, WA 98136",Seattle, WA 98136,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
221,550000,USD,Every Door Real Estate,New,2,2.0,906,sqft,"2731 Boylston Ave E Unit 201, Seattle, WA 98102",Seattle, WA 98102,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
222,1875000,USD,Windermere Real Estate Midtown,New,3,2.0,2810,sqft,"1124 17th Ave E, Seattle, WA 98112",Seattle, WA 98112,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
223,700000,USD,"RE/MAX Northwest Realtors - Seattle, WA",New,3,1.5,1680,sqft,"7137 45th Ave SW, Seattle, WA 98136",Seattle, WA 98136,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
224,665000,USD,Lake &amp; Company Real Estate,New,3,2.0,1305,sqft,"1120 8th Ave Apt 603, Seattle, WA 98101",Seattle, WA 98101,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
225,439900,USD,Windermere Real Estate,New,1,1.0,811,sqft,"1525 NW 57th St Unit 224, Seattle, WA 98107",Seattle, WA 98107,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
226,749950,USD,Berkshire Hathaway HS Northwest Real Estate,New,3,2.0,2152,sqft,"8851 36th Ave SW, Seattle, WA 98126",Seattle, WA 98126,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
227,1025000,USD,Real Property Associates,New,4,3.0,2200,sqft,"7342 9th Ave NW, Seattle, WA 98117",Seattle, WA 98117,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
228,939000,USD,Compass Washington LLC,New,2,2.0,1970,sqft,"2916 3rd Ave N, Seattle, WA 98109",Seattle, WA 98109,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
229,1675000,USD,Lake &amp; Company Real Estate,New,4,3.5,3290,sqft,"6815 35th Ave NW, Seattle, WA 98117",Seattle, WA 98117,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
230,719000,USD,Compass Washington LLC,New - 6 hours ago,3,2.0,1340,sqft,"3306 W Government Way Unit C, Seattle, WA 98199",Seattle, WA 98199,"150,08","49,32","74,06","91,73","88,85","4,35","41,94","29,06","191,32"
